1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.016353,-0.046449,-0.028388,-0.100221,-0.033873,-0.060757,-0.106919,0.006807,0.506376,0.551893,0.516142,0.593527,0.569258,0.567116,0.689306,0.598628
-0.022170,-0.042277,-0.025923,-0.102985,-0.035282,-0.060785,-0.108351,0.006764,0.500917,0.550751,0.517010,0.594709,0.569183,0.566725,0.689747,0.597706
-0.020959,-0.045351,-0.029584,-0.098926,-0.035585,-0.062910,-0.107274,0.007758,0.498173,0.548368,0.516470,0.590189,0.571599,0.566274,0.690677,0.598495
-0.018283,-0.043814,-0.028150,-0.101548,-0.034611,-0.059016,-0.109043,0.007956,0.493088,0.549707,0.517136,0.593776,0.571527,0.565283,0.688776,0.598715
-0.011959,-0.045798,-0.029047,-0.101293,-0.036419,-0.061281,-0.109361,0.007299,0.494539,0.549675,0.518445,0.590618,0.572803,0.565520,0.689205,0.599058
-0.006305,-0.045876,-0.027508,-0.103031,-0.037122,-0.061196,-0.109840,0.006733,0.497021,0.553132,0.517420,0.592300,0.573648,0.566240,0.689625,0.599624
-0.010570,-0.044744,-0.026825,-0.102018,-0.036396,-0.061300,-0.109083,0.007577,0.493540,0.550784,0.516869,0.593323,0.570992,0.565672,0.690346,0.599200
-0.011732,-0.042479,-0.029115,-0.101708,-0.035863,-0.061517,-0.109272,0.005343,0.496224,0.548748,0.517408,0.594499,0.571186,0.567332,0.689367,0.599987
-0.018642,-0.047875,-0.026552,-0.098072,-0.037201,-0.064267,-0.109332,0.007571,0.502302,0.550831,0.518459,0.597280,0.571029,0.568526,0.689325,0.598820
-0.010808,-0.049293,-0.028470,-0.099538,-0.034935,-0.063403,-0.109713,0.007484,0.497205,0.552854,0.518406,0.591372,0.572546,0.566333,0.691177,0.597645
-0.015384,-0.050269,-0.029092,-0.102618,-0.036083,-0.063136,-0.110194,0.007592,0.498062,0.552932,0.518888,0.593422,0.570987,0.566674,0.689994,0.599014
-0.016108,-0.045622,-0.029969,-0.100760,-0.037468,-0.063607,-0.109948,0.007777,0.499572,0.551305,0.518161,0.593386,0.572594,0.568013,0.690181,0.598139
-0.014489,-0.044834,-0.029216,-0.101238,-0.037922,-0.063350,-0.109730,0.007905,0.489644,0.545042,0.518545,0.592450,0.574748,0.566993,0.688915,0.598945
-0.024791,-0.040816,-0.028372,-0.101226,-0.037323,-0.061064,-0.110379,0.008444,0.501682,0.548635,0.519344,0.591394,0.571853,0.566895,0.690158,0.597245
-0.015764,-0.042874,-0.027157,-0.102422,-0.040294,-0.062920,-0.109819,0.007601,0.498256,0.554485,0.517885,0.590763,0.572461,0.568295,0.689789,0.597803
-0.008454,-0.044388,-0.027811,-0.100832,-0.036829,-0.062271,-0.109846,0.007226,0.485342,0.550785,0.517966,0.590922,0.569752,0.569285,0.690071,0.598478
-0.011132,-0.048970,-0.028311,-0.105911,-0.038131,-0.062740,-0.110626,0.006875,0.497833,0.551327,0.518130,0.598960,0.568596,0.570474,0.691309,0.597844
-0.017666,-0.046051,-0.027283,-0.101756,-0.036887,-0.061978,-0.109857,0.007622,0.495877,0.549344,0.518208,0.594267,0.565691,0.570007,0.689646,0.598455
-0.012188,-0.049089,-0.027199,-0.099703,-0.036982,-0.061313,-0.110539,0.008577,0.500316,0.552023,0.518923,0.590725,0.567004,0.568655,0.690287,0.598522
-0.019501,-0.048882,-0.026009,-0.099352,-0.036501,-0.063450,-0.110468,0.007246,0.498038,0.549991,0.518658,0.590067,0.569102,0.568094,0.690090,0.599504
-0.011638,-0.045156,-0.024616,-0.096670,-0.035660,-0.063548,-0.108528,0.006953,0.497871,0.547403,0.517344,0.589856,0.569869,0.567545,0.690324,0.597753
-0.019361,-0.043053,-0.028940,-0.102039,-0.035837,-0.064486,-0.110247,0.006980,0.499795,0.545751,0.519925,0.594619,0.571229,0.569066,0.690673,0.597069
-0.015816,-0.046396,-0.025404,-0.101366,-0.035359,-0.060204,-0.109433,0.006878,0.494171,0.551718,0.517891,0.594707,0.573962,0.566588,0.688900,0.597319
-0.023612,-0.040969,-0.028025,-0.099503,-0.034918,-0.062437,-0.109796,0.007283,0.495461,0.553195,0.518020,0.596050,0.569700,0.567642,0.689480,0.596423
-0.015989,-0.047828,-0.028320,-0.105836,-0.037859,-0.064402,-0.109234,0.007730,0.497018,0.552516,0.515917,0.596273,0.570499,0.568884,0.688748,0.596938
-0.008914,-0.045532,-0.030677,-0.099741,-0.035465,-0.063794,-0.109871,0.006099,0.499588,0.549631,0.516162,0.592841,0.569061,0.568538,0.689511,0.597695
-0.018025,-0.044638,-0.026437,-0.098361,-0.035761,-0.062943,-0.109635,0.006739,0.493855,0.549587,0.518320,0.596002,0.567864,0.570539,0.689304,0.597878
-0.011874,-0.044127,-0.031440,-0.102728,-0.036519,-0.062177,-0.111158,0.006230,0.498421,0.551203,0.519367,0.601075,0.572268,0.569017,0.689298,0.597109
-0.019273,-0.050998,-0.029137,-0.104165,-0.038901,-0.065312,-0.110322,0.008109,0.493438,0.553124,0.519657,0.596039,0.572933,0.569869,0.689123,0.596763
-0.018354,-0.044061,-0.028768,-0.103060,-0.037491,-0.061371,-0.110739,0.007010,0.492897,0.552369,0.521414,0.598805,0.569491,0.567929,0.689262,0.598124
-0.013828,-0.045057,-0.027335,-0.102149,-0.037836,-0.063857,-0.111149,0.007694,0.489107,0.552709,0.519399,0.595330,0.569781,0.568962,0.689773,0.596468
-0.014027,-0.043806,-0.029882,-0.100708,-0.036561,-0.059932,-0.111696,0.007671,0.495378,0.549859,0.520488,0.594958,0.569983,0.566392,0.688775,0.596432
-0.015756,-0.048826,-0.032033,-0.100139,-0.037783,-0.060863,-0.112402,0.007964,0.487840,0.548908,0.523214,0.595138,0.572319,0.568052,0.689204,0.594595
-0.017528,-0.044894,-0.026806,-0.101891,-0.036916,-0.063017,-0.110938,0.008368,0.487117,0.548233,0.519915,0.594672,0.572227,0.567647,0.689343,0.596287
-0.013108,-0.045737,-0.030220,-0.104015,-0.036158,-0.062576,-0.111913,0.008228,0.494264,0.552709,0.521235,0.591823,0.570922,0.569239,0.690038,0.597246
-0.018463,-0.044445,-0.028412,-0.103654,-0.036954,-0.061372,-0.110580,0.007316,0.502356,0.550212,0.518955,0.598055,0.569911,0.568475,0.690041,0.598158
-0.018012,-0.044477,-0.029220,-0.103377,-0.035437,-0.064276,-0.110109,0.006809,0.496601,0.549856,0.519703,0.597892,0.569377,0.571286,0.690449,0.597450
-0.006560,-0.045902,-0.025617,-0.103538,-0.035244,-0.065539,-0.112062,0.007968,0.496907,0.551045,0.520468,0.597192,0.567479,0.571060,0.690827,0.596355
-0.006269,-0.046971,-0.029802,-0.099840,-0.034472,-0.062398,-0.111462,0.007266,0.494980,0.549265,0.520598,0.599171,0.565977,0.572817,0.690232,0.597062
-0.017171,-0.040753,-0.031658,-0.112841,-0.033142,-0.062726,-0.111987,0.008276,0.499843,0.545849,0.521729,0.602787,0.567463,0.572273,0.690437,0.596007
-0.011674,-0.047124,-0.027513,-0.102278,-0.036780,-0.065077,-0.112045,0.007708,0.495816,0.547675,0.520202,0.600524,0.568472,0.571442,0.690078,0.595613
-0.009147,-0.043539,-0.028036,-0.105745,-0.035711,-0.063762,-0.111785,0.006569,0.497653,0.549062,0.519882,0.599856,0.573662,0.570190,0.689628,0.597101
-0.014896,-0.043401,-0.026910,-0.106414,-0.036470,-0.064933,-0.111829,0.006703,0.496663,0.550433,0.522043,0.601012,0.571591,0.571285,0.689326,0.596922
-0.013163,-0.047362,-0.029782,-0.105850,-0.037902,-0.063937,-0.111720,0.007038,0.494824,0.547138,0.521449,0.599349,0.570385,0.571626,0.689397,0.596624
-0.016934,-0.042565,-0.029689,-0.098685,-0.038783,-0.061607,-0.113134,0.008049,0.491813,0.548478,0.521832,0.593599,0.568704,0.568720,0.689296,0.596364
-0.019969,-0.042744,-0.026642,-0.108002,-0.038402,-0.063412,-0.111571,0.007714,0.495806,0.551108,0.519248,0.595848,0.572104,0.570280,0.690297,0.596710
-0.015382,-0.043336,-0.027475,-0.105869,-0.035392,-0.063221,-0.111833,0.007207,0.498466,0.552520,0.521448,0.594027,0.569574,0.569880,0.690319,0.596172
-0.012224,-0.046922,-0.029980,-0.107296,-0.038652,-0.062110,-0.112941,0.007798,0.489714,0.550652,0.520769,0.597190,0.569761,0.569729,0.688827,0.597296
-0.014532,-0.046391,-0.029716,-0.102340,-0.036606,-0.065483,-0.112457,0.007399,0.492070,0.550843,0.520498,0.594624,0.568436,0.572221,0.690092,0.598136
-0.014842,-0.042573,-0.027107,-0.106387,-0.036465,-0.064144,-0.112406,0.007813,0.493628,0.551042,0.519843,0.595527,0.567625,0.573211,0.688546,0.597420
-0.006487,-0.044368,-0.027596,-0.105161,-0.038280,-0.063746,-0.113124,0.006947,0.494887,0.552076,0.521580,0.594724,0.568239,0.574479,0.689192,0.598226
-0.011391,-0.043961,-0.030297,-0.101662,-0.038218,-0.065417,-0.112710,0.008075,0.494181,0.551419,0.521579,0.600209,0.567326,0.573546,0.688076,0.596976
-0.016128,-0.047403,-0.027441,-0.103018,-0.037327,-0.066205,-0.112961,0.008406,0.504167,0.551306,0.519434,0.594396,0.567679,0.575484,0.687658,0.597229
-0.010036,-0.043717,-0.026218,-0.103563,-0.038678,-0.063849,-0.112380,0.007117,0.499031,0.549053,0.519621,0.596384,0.567931,0.574244,0.689758,0.597684
-0.015224,-0.044482,-0.031298,-0.101712,-0.036265,-0.064856,-0.112844,0.008123,0.500654,0.549926,0.521913,0.598730,0.567482,0.574027,0.690915,0.597648
-0.004875,-0.047159,-0.027408,-0.105750,-0.037909,-0.061920,-0.113372,0.007737,0.489745,0.548831,0.520768,0.598635,0.566018,0.575213,0.689855,0.598038
-0.020153,-0.045743,-0.025900,-0.101902,-0.038625,-0.063656,-0.113574,0.008019,0.495935,0.549522,0.519456,0.593457,0.566835,0.573765,0.689721,0.597742
-0.012083,-0.044865,-0.029009,-0.100773,-0.037562,-0.063735,-0.113078,0.007940,0.497378,0.552997,0.519675,0.595229,0.564280,0.575885,0.689873,0.597846
-0.017111,-0.040577,-0.025943,-0.104946,-0.035684,-0.066039,-0.113488,0.007698,0.493412,0.550396,0.517988,0.598347,0.562533,0.575043,0.689838,0.598649
-0.008551,-0.044455,-0.027477,-0.101814,-0.037749,-0.063618,-0.113841,0.007399,0.496774,0.551747,0.518863,0.595697,0.564396,0.574631,0.690240,0.596895
-0.023790,-0.045832,-0.025633,-0.101823,-0.037668,-0.062912,-0.114063,0.006806,0.499604,0.548967,0.517780,0.593229,0.565450,0.572751,0.690263,0.595876
-0.013226,-0.045766,-0.028929,-0.105109,-0.037339,-0.062900,-0.115180,0.008035,0.497948,0.549503,0.519026,0.596221,0.568535,0.573892,0.689114,0.597497
-0.017210,-0.043523,-0.030469,-0.104110,-0.036357,-0.063819,-0.114028,0.007326,0.494719,0.550167,0.521254,0.598740,0.568014,0.572329,0.687992,0.597022
-0.014137,-0.042406,-0.026488,-0.106517,-0.036350,-0.059682,-0.114648,0.008630,0.496306,0.550738,0.519502,0.597450,0.569080,0.571937,0.689491,0.596939
-0.010208,-0.048902,-0.026132,-0.105535,-0.038186,-0.062816,-0.114942,0.006926,0.495111,0.550376,0.518935,0.597639,0.566168,0.571555,0.688467,0.597386
-0.012863,-0.039434,-0.025153,-0.104421,-0.037166,-0.062934,-0.116078,0.007693,0.495101,0.549873,0.520261,0.593421,0.568721,0.572362,0.690198,0.596980
-0.019629,-0.042751,-0.028038,-0.100755,-0.035908,-0.065151,-0.116112,0.007831,0.493864,0.549880,0.519538,0.597919,0.567177,0.573022,0.690840,0.595430
-0.003969,-0.045888,-0.028440,-0.104730,-0.036454,-0.064243,-0.116099,0.007393,0.490381,0.552169,0.520163,0.597728,0.565633,0.576023,0.689357,0.596936
-0.019455,-0.047065,-0.026290,-0.104094,-0.036607,-0.065496,-0.114918,0.009160,0.498405,0.551122,0.520158,0.599890,0.567092,0.572229,0.689541,0.594453
-0.012389,-0.045144,-0.027485,-0.105728,-0.037998,-0.062314,-0.114903,0.008216,0.496784,0.550040,0.519828,0.603730,0.566740,0.573445,0.690273,0.596035
-0.012759,-0.046969,-0.025842,-0.106750,-0.037646,-0.063458,-0.114943,0.008120,0.498127,0.552230,0.518948,0.602054,0.566354,0.577773,0.688426,0.595838
-0.006938,-0.045003,-0.027643,-0.104018,-0.036111,-0.062878,-0.115776,0.007108,0.510031,0.550299,0.519749,0.596602,0.565709,0.574066,0.688546,0.597403
-0.010193,-0.042082,-0.027841,-0.101915,-0.038768,-0.060837,-0.115970,0.007464,0.497912,0.552240,0.517516,0.591365,0.568698,0.573063,0.690083,0.596558
-0.014125,-0.030962,-0.024902,-0.100493,-0.037541,-0.061131,-0.115840,0.007205,0.528825,0.556655,0.523215,0.593028,0.569780,0.574186,0.689717,0.599111
-0.017607,-0.029008,-0.022521,-0.098649,-0.035278,-0.059877,-0.116106,0.007483,0.547711,0.559057,0.527053,0.593917,0.571205,0.575466,0.689478,0.600151
-0.012196,-0.027443,-0.023351,-0.097198,-0.033835,-0.059520,-0.116246,0.007139,0.553716,0.561038,0.530640,0.594609,0.572546,0.576409,0.689322,0.601373
-0.013559,-0.025557,-0.022580,-0.096921,-0.031986,-0.058926,-0.116324,0.006873,0.563957,0.562496,0.533605,0.595102,0.573537,0.577461,0.689226,0.601899
-0.012784,-0.023059,-0.022285,-0.094816,-0.031098,-0.058006,-0.116484,0.007189,0.569540,0.563895,0.535622,0.595588,0.574318,0.578510,0.689110,0.603002
-0.016112,-0.022014,-0.022547,-0.093374,-0.030249,-0.057881,-0.116430,0.007330,0.572063,0.565011,0.537458,0.596018,0.575135,0.579365,0.689057,0.603857
-0.014743,-0.022100,-0.021471,-0.092245,-0.029366,-0.057089,-0.116651,0.007166,0.579126,0.566384,0.539341,0.596394,0.575630,0.580223,0.688936,0.604990
-0.012841,-0.020587,-0.021361,-0.090665,-0.028729,-0.056291,-0.116952,0.006659,0.578225,0.567452,0.541392,0.596622,0.576001,0.580686,0.688872,0.605489
-0.010304,-0.020335,-0.020405,-0.090218,-0.028132,-0.055628,-0.116962,0.007059,0.578255,0.568600,0.542495,0.596688,0.576334,0.581476,0.688815,0.606004
-0.011502,-0.020437,-0.020689,-0.090012,-0.027859,-0.055280,-0.117012,0.006598,0.581992,0.568704,0.543713,0.596830,0.576791,0.582393,0.688777,0.606606
-0.014175,-0.019174,-0.020475,-0.088061,-0.027098,-0.054457,-0.117218,0.006605,0.585641,0.569394,0.544917,0.597274,0.577196,0.582875,0.688798,0.607635
-0.011195,-0.017520,-0.019678,-0.088351,-0.026563,-0.054961,-0.117140,0.006094,0.586906,0.569476,0.545625,0.597463,0.577341,0.583553,0.688686,0.608030
-0.011742,-0.016818,-0.019745,-0.087329,-0.026343,-0.054158,-0.117279,0.007209,0.587405,0.570083,0.546529,0.597494,0.577579,0.584084,0.688733,0.608060
-0.012106,-0.017154,-0.019828,-0.086164,-0.026028,-0.053544,-0.117357,0.006963,0.588095,0.570408,0.547618,0.597625,0.577590,0.584577,0.688690,0.608713
-0.015978,-0.016995,-0.019620,-0.085682,-0.025738,-0.053071,-0.117482,0.007135,0.591574,0.570340,0.548151,0.597899,0.577566,0.585005,0.688649,0.608781
-0.011266,-0.015342,-0.018723,-0.085238,-0.025263,-0.052416,-0.117579,0.007097,0.591583,0.570751,0.549026,0.598012,0.577696,0.585655,0.688634,0.609555
-0.010599,-0.015409,-0.018393,-0.084920,-0.025342,-0.051999,-0.117440,0.006986,0.592277,0.570336,0.550078,0.598001,0.577894,0.586267,0.688567,0.610173
-0.011551,-0.015777,-0.018609,-0.083417,-0.024961,-0.051276,-0.117571,0.007197,0.593411,0.570768,0.550561,0.598073,0.578075,0.586757,0.688559,0.610093
-0.009934,-0.016973,-0.017902,-0.082338,-0.023961,-0.050739,-0.117593,0.006611,0.590555,0.570996,0.551026,0.598292,0.578258,0.587078,0.688528,0.610802
-0.009267,-0.014473,-0.017734,-0.082349,-0.023989,-0.050709,-0.117739,0.006327,0.589045,0.571210,0.551735,0.598444,0.578323,0.587365,0.688482,0.611944
-0.012855,-0.015318,-0.017617,-0.081681,-0.023576,-0.050884,-0.117694,0.007005,0.592390,0.571148,0.552208,0.598643,0.578252,0.587664,0.688432,0.612527
-0.014482,-0.013704,-0.016511,-0.080741,-0.023602,-0.050731,-0.117826,0.006967,0.593275,0.570972,0.552763,0.598851,0.578305,0.588177,0.688488,0.612428
-0.011058,-0.014215,-0.016103,-0.080860,-0.023198,-0.050533,-0.117815,0.007245,0.592106,0.570782,0.553376,0.599015,0.578505,0.588641,0.688487,0.612659
-0.011400,-0.013965,-0.015575,-0.080030,-0.023800,-0.050561,-0.117931,0.006775,0.593283,0.570818,0.553563,0.599190,0.578660,0.588899,0.688547,0.613464
-0.013605,-0.013129,-0.015316,-0.079754,-0.023214,-0.049393,-0.118267,0.006707,0.593848,0.570929,0.554159,0.599230,0.578696,0.589306,0.688478,0.613019
-0.016239,-0.012391,-0.016415,-0.078933,-0.022491,-0.049310,-0.118194,0.006422,0.593629,0.571139,0.554634,0.599233,0.578622,0.589448,0.688402,0.613717
-0.013730,-0.012670,-0.016968,-0.078591,-0.021985,-0.049609,-0.118405,0.006378,0.596702,0.571339,0.554971,0.599066,0.578640,0.589592,0.688398,0.614075
-0.012758,-0.012978,-0.015880,-0.077992,-0.021775,-0.049022,-0.118358,0.006352,0.593434,0.572243,0.555032,0.599146,0.578907,0.589748,0.688376,0.614731
-0.006512,-0.012883,-0.016031,-0.077887,-0.021778,-0.049531,-0.118323,0.006366,0.593642,0.572255,0.555341,0.599310,0.578967,0.590007,0.688379,0.614639
-0.012978,-0.013249,-0.016613,-0.077394,-0.021612,-0.049474,-0.118240,0.006377,0.595634,0.572549,0.555865,0.599524,0.578964,0.590577,0.688375,0.614790
-0.013961,-0.013599,-0.016809,-0.077407,-0.021605,-0.048861,-0.118369,0.006502,0.593238,0.572574,0.556373,0.599671,0.579149,0.590673,0.688449,0.614939
-0.011545,-0.013077,-0.015847,-0.076955,-0.021512,-0.048065,-0.118462,0.005725,0.591686,0.572575,0.556482,0.599675,0.579224,0.591051,0.688447,0.615770
-0.012711,-0.012547,-0.016498,-0.076580,-0.021311,-0.048281,-0.118473,0.006545,0.592749,0.572520,0.557215,0.599826,0.579341,0.591266,0.688472,0.615645
-0.009488,-0.011701,-0.016098,-0.076420,-0.021187,-0.047923,-0.118568,0.006532,0.595433,0.572574,0.557470,0.599955,0.579255,0.591560,0.688577,0.615757
-0.010332,-0.011104,-0.016558,-0.076280,-0.020681,-0.047231,-0.118517,0.006599,0.594108,0.572567,0.557692,0.599917,0.578989,0.591592,0.688539,0.616451
-0.009632,-0.010661,-0.015126,-0.076219,-0.020821,-0.047052,-0.118535,0.006466,0.593954,0.572755,0.557818,0.599997,0.578967,0.591735,0.688555,0.616707
-0.012266,-0.010963,-0.015763,-0.076314,-0.020736,-0.046361,-0.118655,0.006552,0.594805,0.573134,0.558126,0.600084,0.579103,0.591933,0.688545,0.616699
-0.013326,-0.011306,-0.015840,-0.075457,-0.020545,-0.046398,-0.118818,0.006922,0.594868,0.572998,0.558224,0.600036,0.579008,0.592179,0.688557,0.616364
-0.012117,-0.012421,-0.015542,-0.075544,-0.020318,-0.046710,-0.118733,0.007095,0.594718,0.573093,0.558608,0.600088,0.579149,0.592352,0.688549,0.617290
-0.010722,-0.011588,-0.015562,-0.074955,-0.020248,-0.045939,-0.118772,0.006808,0.593278,0.573006,0.558514,0.600251,0.579069,0.592494,0.688537,0.617583
-0.011671,-0.010464,-0.014957,-0.074457,-0.019927,-0.045618,-0.118889,0.006647,0.595381,0.573310,0.558648,0.600414,0.578889,0.592513,0.688509,0.618401
-0.012051,-0.009618,-0.015292,-0.074146,-0.019939,-0.045431,-0.118912,0.006595,0.596413,0.573606,0.558633,0.600597,0.579016,0.592559,0.688483,0.618464
-0.014506,-0.010592,-0.015645,-0.074232,-0.020173,-0.045000,-0.118941,0.006969,0.599835,0.573977,0.558867,0.600818,0.579005,0.592963,0.688576,0.618416
-0.014434,-0.011083,-0.015911,-0.074037,-0.020241,-0.045149,-0.119021,0.006499,0.598564,0.574242,0.558593,0.600639,0.578856,0.593294,0.688570,0.618514
-0.011112,-0.010735,-0.015814,-0.074102,-0.020031,-0.045179,-0.118939,0.006122,0.599050,0.574219,0.558689,0.600698,0.578826,0.593625,0.688528,0.618743
-0.012026,-0.010064,-0.016263,-0.072890,-0.019771,-0.045315,-0.119071,0.006360,0.595122,0.573984,0.558855,0.600878,0.578757,0.593935,0.688490,0.618446
-0.014105,-0.010501,-0.015960,-0.072886,-0.019897,-0.045548,-0.119183,0.006163,0.594505,0.573682,0.559285,0.601037,0.578653,0.594407,0.688521,0.618987
-0.014598,-0.010085,-0.015508,-0.073173,-0.019456,-0.044665,-0.119091,0.006392,0.597219,0.573429,0.559370,0.600977,0.578585,0.594442,0.688463,0.619312
-0.013546,-0.010153,-0.015103,-0.072877,-0.019629,-0.044702,-0.119208,0.005479,0.598841,0.573737,0.559618,0.601081,0.578598,0.594250,0.688445,0.619166
-0.013804,-0.009800,-0.015672,-0.072483,-0.019183,-0.045047,-0.119074,0.005700,0.594674,0.573793,0.559955,0.601530,0.578619,0.594497,0.688374,0.619545
-0.013804,-0.009800,-0.015672,-0.072482,-0.019183,-0.045047,-0.119074,0.005700,0.594674,0.573792,0.559955,0.601531,0.578619,0.594498,0.688374,0.619545
-0.013804,-0.009801,-0.015672,-0.072482,-0.019183,-0.045047,-0.119074,0.005694,0.594674,0.573793,0.559955,0.601531,0.578619,0.594498,0.688374,0.619539
-0.013804,-0.009802,-0.015672,-0.072482,-0.019184,-0.045047,-0.119075,0.005694,0.594674,0.573794,0.559955,0.601532,0.578619,0.594498,0.688374,0.619539
-0.013804,-0.009802,-0.015672,-0.072482,-0.019184,-0.045047,-0.119075,0.005700,0.594674,0.573793,0.559956,0.601532,0.578619,0.594498,0.688374,0.619545
-0.013820,-0.009802,-0.015672,-0.072483,-0.019184,-0.045047,-0.119075,0.005700,0.594664,0.573792,0.559956,0.601532,0.578619,0.594498,0.688374,0.619545
-0.013800,-0.009802,-0.015671,-0.072483,-0.019185,-0.045048,-0.119075,0.005700,0.594692,0.573792,0.559956,0.601532,0.578620,0.594499,0.688374,0.619545
-0.013800,-0.009803,-0.015670,-0.072483,-0.019185,-0.045048,-0.119075,0.005700,0.594692,0.573792,0.559955,0.601533,0.578620,0.594499,0.688374,0.619545
